Title,Summary,Publication Date,Source,URL,Category,Predicted Category
Creator of viral AI Trump Gaza video warns of possible dangers,No summary available,2025-03-07,BBC,https://www.bbc.com/news/videos/cdrxkm6r856o,Entertainment,Entertainment
Listen: Pope Francis shares voice message from hospital,No summary available,2025-03-07,BBC,https://www.bbc.com/news/videos/cd65nl7n6y9o,Technology,Entertainment
Analysing Russian strike on Ukrainian  hotel,No summary available,2025-03-07,BBC,https://www.bbc.com/news/videos/c8d4eyvd7j5o,Entertainment,Entertainment
Genetic drive to overeat found in labradors and humans,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/cy05qw217x9o,Health,Entertainment
"Pamela Bach, Baywatch and Knight Rider star, dies aged 62","She was found at her home in the Hollywood Hills after dying by suicide, said the Los Angeles medical examiner's office.",2025-03-07,BBC,https://www.bbc.com/news/articles/cy0d818r602o,Entertainment,Technology
Hunter Biden says he can't afford to continue laptop-related lawsuit,"He told a court he's been displaced by LA fires, struggles to earn an income, and is millions of dollars in debt.",2025-03-07,BBC,https://www.bbc.com/news/articles/cy9d8gyx075o,Technology,Technology
"About 20 countries could join Ukraine coalition, UK says",No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/c2017v5ngxpo,Technology,Entertainment
Private spacecraft lands on Moon - but may be on its side,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/c871eeez0yzo,Health,Entertainment
"Pamela Bach, Baywatch and Knight Rider star, dies aged 62","She was found at her home in the Hollywood Hills after dying by suicide, said the Los Angeles medical examiner's office.",2025-03-07,BBC,https://www.bbc.com/news/articles/cy0d818r602o,Sports,Technology
Listen: Pope Francis shares voice message from hospital,"The 88-year-old had not been seen or heard by the public since he was admitted to hospital on 14 February.
",2025-03-07,BBC,https://www.bbc.com/news/videos/cd65nl7n6y9o,Sports,Entertainment
Teen armed with gun overpowered by passengers onboard plane,A 17-year-old has been charged after being detained by crew and members of the public on a plane in Australia.,2025-03-07,BBC,https://www.bbc.com/news/articles/cn0jrkv7k29o,Entertainment,Politics
Hunter Biden says he can't afford to continue laptop-related lawsuit,"He told a court he's been displaced by LA fires, struggles to earn an income, and is millions of dollars in debt.",2025-03-07,BBC,https://www.bbc.com/news/articles/cy9d8gyx075o,Politics,Technology
South Carolina man to be executed in US by firing squad,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/c86p0wzjv0do,Entertainment,Entertainment
Trump expands exemptions from Canada and Mexico tariffs,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/c5y03qleevvo,Health,Entertainment
Worst violence in Syria since Assad fall as dozens killed in clashes,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/cdrxkm2evnlo,Health,Entertainment
Fears of destruction as 'erratic' cyclone nears Australia,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/cg5d0z8v0z0o,Health,Entertainment
'A pig in lipstick': Trump's strategic Bitcoin reserve criticised,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/cqx0g1py5v0o,Health,Entertainment
Lady Gaga: My biggest fear? Being alone,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/c981w6zexj2o,Health,Entertainment
The Indian film showing the bride's 'humiliation' in arranged marriage,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/cddyyyl4rm5o,Technology,Entertainment
Olympian wanted by FBI on drug ring charges,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/c78ez2g5306o,Sports,Entertainment
The 'traitor' at the heart of South Korea's impeachment drama,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/cwyg120gkryo,Health,Entertainment
Former Liverpool mayor charged with bribery ,No summary available,2025-03-07,BBC,https://www.bbc.com/news/articles/c17qn4ng0gko,Politics,Entertainment
Premier League news conferences and team news - Ake out for 10-11 weeks,No summary available,2025-03-07,BBC,https://www.bbc.comhttps://www.bbc.com/sport/football/live/cly8jxx7xdyt,Politics,Entertainment
I won't get time Arteta had at Arsenal - Amorim, Ruben Amorim says he will not get the time at Manchester United that Mikel Arteta was given to transform fortunes at Arsenal. ,2025-03-07,BBC,https://www.bbc.com/sport/football/articles/c8d4ev291jlo,Politics,Health
Prodigy who roomed with Bellingham eyes revival under Maradona's son,"The lost wonderkid who was once Jude Bellingham's roomate and found salvation in street football, now a Maradona is giving him hope.",2025-03-07,BBC,https://www.bbc.com/sport/football/articles/cr722dyd71ro,Politics,Politics
Littler triumphs as Brighton sees two nine-darters,No summary available,2025-03-07,BBC,https://www.bbc.com/sport/darts/articles/cjd3yrexzr3o,Technology,Entertainment
Dupont v Gibson-Park - the intriguing game within a game,No summary available,2025-03-07,BBC,https://www.bbc.com/sport/rugby-union/articles/cm2dll0jr18o,Politics,Entertainment
I won't get time Arteta had at Arsenal - Amorim, Ruben Amorim says he will not get the time at Manchester United that Mikel Arteta was given to transform fortunes at Arsenal. ,2025-03-07,BBC,https://www.bbc.com/sport/football/articles/c8d4ev291jlo,Health,Health
'Not luck if you work as hard as we do' - Slot,Liverpool boss Arne Slot says any luck his Premier League leaders have had this season is down to the hard work they put in.,2025-03-07,BBC,https://www.bbc.com/sport/football/articles/cvge950eggvo,Entertainment,Technology
What is at stake at under-pressure Red Bull?,Red Bull won the past four drivers' titles through Max Verstappen but they head into the 2025 season with a number of questions surrounding their future.,2025-03-07,BBC,https://www.bbc.com/sport/formula1/articles/c4gppx9ny27o,Politics,Sports
Prodigy who roomed with Bellingham eyes revival under Maradona's son,"The lost wonderkid who was once Jude Bellingham's roomate and found salvation in street football, now a Maradona is giving him hope.",2025-03-07,BBC,https://www.bbc.com/sport/football/articles/cr722dyd71ro,Technology,Politics
"Despite Trump's threat, Iran rejects nuclear talks",No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/world/us/donald-trump-sends-letter-to-irans-khamenei-to-negotiate-nuke-deal-warns-of-very-ugly-consequences-if-talks-are-not-held/articleshow/118788229.cms,Technology,Entertainment
How a boatman earned Rs 30 crore in 45 days at the Maha Kumbh,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/toi-plus/society-culture/how-a-boatman-earned-30-crore-in-45-days-at-the-maha-kumbh/articleshow/118759221.cms,Politics,Entertainment
'Must oppose power politics': China's offer to India amid Trump's tariff war,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/india/boundary-issues-shouldnt-define-bilateral-relations-chinas-offer-to-india-amid-tariff-stand-off-with-us/articleshow/118783177.cms,Entertainment,Entertainment
India inks $248 million deal with Russia for T-72 tank engines,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/india/india-inks-248-million-deal-with-russia-for-t-72-tank-engines/articleshow/118788413.cms,Politics,Entertainment
"'Done everything well, but ...': DK identifies key threats for India in CT final",No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/done-everything-well-but-dinesh-karthik-identifies-key-threats-for-india-in-champions-trophy-final/articleshow/118789509.cms,Technology,Entertainment
What will happen if Trump does to India what he’s doing to Canada?,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/toi-plus/international/if-trump-does-to-india-what-hes-doing-to-canada/articleshow/118736908.cms,Sports,Entertainment
Tamil Nadu's DGP Cyber Police has a Shreya Ghoshal warning for netizens,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/technology/social/tamil-nadus-dgp-cyber-police-has-a-shreya-ghoshal-warning-for-netizens/articleshow/118784409.cms,Health,Entertainment
'License accorded to extremists': India slams UK over EAM's security breach,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/india/jaishankars-security-breach-mea-slams-uk-for-license-accorded-to-extremist-forces/articleshow/118786391.cms,Technology,Entertainment
University of Melbourne for business excellence,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/universityofmelbournebusiness,Politics,Entertainment
Explore Indian history & archaeology at UPES SLS,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/spotlight/explore-the-richness-of-indian-history-and-archaeology-at-upes-school-of-liberal-studies/articleshow/118760257.cms,Health,Entertainment
"'Hell to pay': What's next for Israel, Gaza after Trump's warning?",No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/world/us/after-trumps-last-warning-what-comes-next-for-israel-and-gaza-ceasefire-or-escalation/articleshow/118789288.cms,Politics,Entertainment
Doctors warn that feeding pigeons could be killing you,No summary available,2025-03-07,Times of India,https://youtu.be/R5niJoDANhQ,Politics,Entertainment
How US policy shift on H-1B Visa may not make a big impact for Indian engineers,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/technology/tech-news/h-1b-visa-2025-how-and-why-us-policy-shift-may-not-make-a-big-impact-for-indian-engineers-and-it-professionals/articleshow/118789002.cms,Sports,Entertainment
Women's Day 2025 Top 50 Wishes share with your loved ones,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/life-style/relationships/work/happy-womens-day-2025-top-50-wishes-messages-images-pictures-greetings-and-quotes-to-share-with-your-loved-ones/articleshow/118739600.cms,Health,Entertainment
Explained: How Champions Trophy final pitch was selected,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/explained-how-champions-trophy-final-pitch-was-selected/articleshow/118788981.cms,Health,Entertainment
"'One step away from shutting down': Nirupam on Maha Cong, says rent unpaid for months",No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/india/one-step-away-from-shutting-down-sanjay-nirupam-on-maharashtra-congress-office-says-rent-unpaid-for-months/articleshow/118789512.cms,Sports,Entertainment
Pak drinks own poison: TTP now among deadliest terror groups,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/india/pakistan-falls-prey-to-own-poison-ttp-now-among-deadliest-terror-groups-in-the-world-with-90-increase-in-attributed-deaths/articleshow/118781786.cms,Technology,Entertainment
'Being present at office or client site will be considered ... ’: Deloitte,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/technology/tech-news/deloitte-joins-google-pwc-and-others-links-performance-bonus-to-office-attendance-for-employees-in-this-division/articleshow/118748618.cms,Politics,Entertainment
Multitasking can’t beat the Monster: Meet the Galaxy M16 5G,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/spotlight/multitasking-cant-beat-the-monster-meet-the-galaxy-m16-5g/articleshow/118779164.cms,Entertainment,Entertainment
Watch: Bihar CM's 'mahila' remark sparks spat with oppn women lawmakers,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/india/mahila-has-no-problems-bihar-cm-nitish-kumars-remark-sparks-spat-with-opposition-women-lawmakers-watch/articleshow/118784407.cms,Politics,Entertainment
Shah Rukh Khan on Gautam Gambhir's KKR return,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/shah-rukh-khan-on-gautam-gambhirs-kkr-return-never-thought-he-left-us/articleshow/118783929.cms,Politics,Entertainment
"Who is helping Ranya Rao? Smuggling syndicate or cops? Police, DRI look for answers",No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/city/bengaluru/who-is-helping-ranya-rao-smuggling-syndicate-or-cops-police-dri-look-for-answers/articleshow/118772574.cms,Technology,Entertainment
Surat cop thrashes boy enjoying bicycle ride during PM Modi's convoy drill,No summary available,2025-03-07,Times of India,https://timesofindia.indiatimes.com/city/surat/police-officer-thrashes-boy-for-entering-pm-convoy-rehearsal-in-surat/articleshow/118780089.cms,Politics,Entertainment
